_time,location,temperature,feels_like,humidity,wind_speed,wind_direction
2024-08-25 14:05:06.510014+03:00,Ankara Province,21.340000000000032,20.29000000000002,29,9.107999999999999,21
2024-08-25 14:10:06.844573+03:00,Ankara Province,19.49000000000001,19.27000000000004,68,22.212,20
2024-08-25 14:15:07.182431+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:20:04.584068+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:25:05.109127+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:30:03.320649+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:35:03.713430+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:40:04.054923+03:00,Ankara Province,20.210000000000036,20.189999999999998,73,24.084000000000003,80
2024-08-25 14:45:04.414113+03:00,Ankara Province,20.210000000000036,20.110000000000014,70,24.084000000000003,80
2024-08-25 14:50:04.818303+03:00,Ankara Province,19.49000000000001,19.510000000000048,77,9.251999999999999,120
2024-08-25 14:55:05.469137+03:00,Ankara Province,19.49000000000001,19.510000000000048,77,9.251999999999999,120
2024-08-25 15:00:05.934910+03:00,Ankara Province,19.49000000000001,19.510000000000048,77,9.251999999999999,120
2024-08-25 15:03:59.485067+03:00,Ankara Province,19.49000000000001,19.510000000000048,77,9.251999999999999,120
